num,img,title,field,organizer,start_day,finish_day,homepage
523,https://www.wevity.com/upload/contest/20240502190900_be2ba924.jpg,제1회 여수·순천 10·19 평화문학상 현상 공모전,"문학, 글, 시나리오",재단법인 전라남도문화재단,2024-05-07,2024-08-13,http://www.jncf.or.kr/jact/Board/37172/detailView.do
524,https://www.wevity.com/upload/contest/20240503013910_612d16dd.jpg,제10회 2024년 도자기(핸드) 페인팅 공모전,"예체능, 미술, 음악",한국도자기페인팅협회,2024-10-14,2024-10-17,https://blog.naver.com/gemma6103/223194501746
525,https://www.wevity.com/upload/contest/20240502183556_ebbd6c6e.jpg,특별한 이야기 공모전 2024 울주 이바구 공모전,"문학, 글, 시나리오",울주문화재단,2024-04-12,2024-06-30,https://www.ucf.or.kr:478/bd/view.html?b_code=notice&b_idx=5655&b_parent=5655&condition=&searchText=&start=0&page_no=1
526,https://www.wevity.com/upload/contest/20240502182509_90bb893b.jpg,제 8회 KCFF 한국기독교영화제 공모전,"영상, UCC, 사진",파이오니아21연구소,2024-06-01,2024-08-31,https://www.kcff.kr
527,https://www.wevity.com/upload/contest/20240502181408_8764d8d3.jpg,제2회 대전부르스 창작가요제,"예체능, 미술, 음악","대전광역시, 대전정보문화산업진흥원",2024-04-16,2024-06-28,https://music.dicia.or.kr/music/ticket_view.do?lctrpgmId=LTPG_0000000000064
528,https://www.wevity.com/upload/contest/20240502180901_fe1dbd41.jpg,2024년 스마일센터 일러스트 공모전,"디자인, 캐릭터, 웹툰",스마일센터 총괄지원단,2024-04-30,2024-06-21,https://www.resmile.or.kr/
529,https://www.wevity.com/upload/contest/20240503013308_95ece13f.jpg,2024 춘천 태권도 숏폼 챌린지 공모전,"영상, UCC, 사진",춘천레저·태권도조직위원회,2024-04-22,2024-06-14,https://www.clt.or.kr/kr/contents?cid=081247f7ce69430a903d545dd3ceddec&v=view&id=50e54ff27f1244ddae1a38f0eba9a650
530,https://www.wevity.com/upload/contest/20240503012531_a46002cf.jpg,제1회 2024 노원구 영상 공모전,"영상, UCC, 사진",노원구,2024-05-01,2024-10-20,https://blog.naver.com/goodnowon/223430645123
531,https://www.wevity.com/upload/contest/20240503003930_9255671c.jpg,2024년도 관세무역연구 논문모집,"논문, 리포트",한국관세무역개발원,2024-03-07,2024-10-31,https://www.kctdi.or.kr/service/board/BoardServlet?cmd=detail&type=HT4_2&sc.row_id=290&sc.layout=left_news&sc.boardid=B00001&sc.endRow=0&sc.startRow=0&sc.pageNo=1
532,https://www.wevity.com/upload/contest/20240502165015_f4a823e0.jpg,2024 안산 드론 영상 공모전,"영상, UCC, 사진",안산시청,2024-06-24,2024-06-30,https://www.ansan.go.kr/www/common/bbs/selectBbsDetail.do?bbs_code=B0214&bbs_seq=1586825
533,https://www.wevity.com/upload/contest/20240502230040_f01f0c70.jpg,2024년 기후위기 적응 그림 공모전,"디자인, 캐릭터, 웹툰",환경부,2024-05-13,2024-06-28,https://kaccc.kei.re.kr/home/board.es?mid=a10301000000&bid=0002&list_no=3386&act=view
534,https://www.wevity.com/upload/contest/20240430232814_e3c96774.jpg,2024 물류분야 논문경진대회,"논문, 리포트",한국물류과학기술학회,2024-07-01,2024-07-31,https://www.klst.or.kr/html/?pmode=inputList&smode=view&part=&intAcSeq=26
535,https://www.wevity.com/upload/contest/20240503011622_86de65c2.jpg,민화의 세계화 2024-일본 오사카 공모전,"예체능, 미술, 음악",갤러리 인덱스,2024-04-22,2024-06-10,https://www.galleryindex.co.kr/민화공모전
536,https://www.wevity.com/upload/contest/20240430221639_9a604512.jpg,제26회 전국학생통계활용대회,"과학, 공학",통계청,2024-05-01,2024-06-14,https://www.통계활용대회.kr
537,https://www.wevity.com/upload/contest/20240601034619_831e2b30.jpg,2024년 평화통일 청년서포터즈 모집,"대외활동, 서포터즈",부산광역시,2024-04-26,2024-06-10,https://www.busan.go.kr/nbgosi/view?sno=67183&gosiGbn=A&curPage=1&conIfmStdt=2023-11-30&conIfmEnddt=2024-05-30&conGosiGbn=&schKeyType=A&srchText=서포터즈
538,https://www.wevity.com/upload/contest/20240430200030_022dc542.jpg,제12회 산업통상자원부 공공데이터 활용 아이디어 공모전,"기획, 아이디어",산업통상자원부,2024-04-30,2024-07-01,http://www.datacontest.kr/
539,https://www.wevity.com/upload/contest/20240517042555_e38a9255.jpg,꿈을 여는 연제 커버송 영상 콘테스트,"영상, UCC, 사진",부산광역시 연제구,2024-04-23,2024-06-16,https://www.yeonje.go.kr/portal/saeol/gosi/view.do?notAncmtMgtNo=38267&mId=0206030000
540,https://www.wevity.com/upload/contest/20240430185612_6cbf65ba.jpg,2024 부산광역시 치매인식개선 영상공모전,"영상, UCC, 사진",부산광역시,2024-05-07,2024-07-31,https://busan.nid.or.kr/community/notice/view.aspx?no=6131¢er_gubun=g&rNum=1
541,https://www.wevity.com/upload/contest/20240501132456_7d1a403f.jpg,제4회 파주시 민간기록물 수집 공모전,기타,파주중앙도서관,2024-03-11,2024-08-30,https://lib.paju.go.kr/jalib/20001/bbsPostDetail.do?postIdx=59129
542,https://www.wevity.com/upload/contest/20240501131451_eff4d046.jpg,제16회 전자신문 대학(원)생 ICT논문공모 대제전,"논문, 리포트","웹케시그룹, 소프트웨어공제조합, 전자신문",2024-04-01,2024-10-18,https://contest.etnews.com/16th/
543,https://www.wevity.com/upload/contest/20240501115404_40a9bcef.jpg,2024년 정신전력 강화 연구논문 공모전,"논문, 리포트",대한민국 궁방부,2024-05-01,2024-09-30,https://jungsin.jams.or.kr/
544,https://www.wevity.com/upload/contest/20240501032556_e291e552.jpg,2024년 함안군 숏츠 콘테스트,"영상, UCC, 사진",함안군,2024-04-01,2024-06-14,https://blog.naver.com/arahaman/223399452834
545,https://www.wevity.com/upload/contest/20240501031230_1c358559.jpg,제5회 사계절그림책상 공모,"문학, 글, 시나리오",사계절출판사,2024-03-15,2024-06-30,https://www.sakyejul.net/bbs/m/mcb_data_view.php?type=mcb&ep=ep993587793575e55ff04653&gp=all&item=md24413300365f394365502c
546,https://www.wevity.com/upload/contest/20240429181418_5f4be6a0.jpg,제26회 강남 미술 대전,"예체능, 미술, 음악",강남문화원,2024-06-10,2024-06-16,http://sgnc.or.kr/sub/sub2_1.php
547,https://www.wevity.com/upload/contest/20240429162215_e40eefd7.jpg,2024 MATLAB 대학생 AI 경진대회,"과학, 공학",매스웍스코리아,2024-04-25,2024-06-20,https://kr.mathworks.com/academia/student-challenge/2024/ai-challenge.html?s_eid=PEP_32813
548,https://www.wevity.com/upload/contest/20240501020031_fae2d0bd.png,제15회 달서 책사랑 전국 주부수필 공모전,"문학, 글, 시나리오","영남일보, 대구광역시 달서구",2024-07-01,2024-07-19,https://culture.yeongnam.com/sufeel/
549,https://www.wevity.com/upload/contest/20240501013625_58ddbe22.jpg,2024경기도자비엔날레 공모전 (아름다운 우리 도자기),"예체능, 미술, 음악",한국도자재단,2024-06-21,2024-06-30,https://www.kocef.org/06center/01.asp?mode=view&idx_num=2606&page=1&search=&category=
550,https://www.wevity.com/upload/contest/20240429151100_5d080701.jpg,2024 부산광역시 공공·빅데이터 활용 창업경진대회,"취업, 창업",부산광역시,2024-04-19,2024-06-30,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013&mode=view&board_seq=9578088
551,https://www.wevity.com/upload/contest/20240430074606_ce1f7ba2.jpg,제12회 재단법인 한영 텍스타일디자인 공모전,"디자인, 캐릭터, 웹툰","재단법인한영, ㈜한영나염",2024-05-01,2024-06-23,http://www.hycontest.com/contest/info.do
552,https://www.wevity.com/upload/contest/20240430071553_27a8e739.jpg,제1회 여성행복누리 아우름 육아 사연 공모전,기타,여성행복누리,2024-05-01,2024-06-28,http://aurm.co.kr/community/community01.php?bbs_id=1&bmode=read&bid=8043
553,https://www.wevity.com/upload/contest/20240430061812_3fece851.jpg,2024 창원의 책 독후감 전국 공모전,"문학, 글, 시나리오",경상남도 창원시,2024-04-25,2024-09-15,https://lib.changwon.go.kr/cl/libcw/report.html
554,https://www.wevity.com/upload/contest/20240430054008_da65e85e.jpg,제6회 예천내성천문예현상 공모전,"문학, 글, 시나리오",예천낭독연구회,2024-05-01,2024-07-31,https://cafe.daum.net/ychn/nyRE/29
555,https://www.wevity.com/upload/contest/20240429215634_8a00ac4f.jpg,나도 충주 홍보맨! 충주시 사진·숏폼·영상 공모전,"영상, UCC, 사진",충주시,2024-05-01,2024-08-31,"https://www.chungju.go.kr/www/selectEminwonView.do?ancmt_mgt_no=60165&pageUnit=10&pageIndex=1&searchCnd=all&key=510&ancmt_se_code=01,02,04&ofr_pageSize=10"
556,https://www.wevity.com/upload/contest/20240429213743_47a7a5c7.jpg,마약류 오ㆍ남용 예방 동영상 및 슬로건 공모전,"영상, UCC, 사진",대전광역시 서구,2024-04-29,2024-06-17,https://www.seogu.go.kr/prog/saeolGosi/GOSI/kor/sub04_02_01/view.do?notAncmtMgtNo=41761
557,https://www.wevity.com/upload/contest/20240426194801_528f7856.jpg,2024 차차통통 장애인정책 공모전,"기획, 아이디어",한국장애인단체총연합회,2024-04-17,2024-07-14,http://www.kofod.or.kr/bbs_shop/read.htm?board_code=sub2_1&idx=164086&cate_sub_idx=0
558,https://www.wevity.com/upload/contest/20240426160932_e6eb7833.jpg,2024 넥스트로컬 6기 지역연계형 청년 창업 지원사업 참여자 모집,기타,서울시,2024-04-19,2025-05-19,http://seoulnextlocal.co.kr
559,https://www.wevity.com/upload/contest/20240426233825_8c2aebe6.jpg,제18회 빛공해 공모전,"영상, UCC, 사진",조명박물관,2024-05-13,2024-07-12,http://www.lightpollution-contest.com/info.html
560,https://www.wevity.com/upload/contest/20240425172515_891d1732.jpg,제9회 전라남도 친환경디자인 공모전,"건축, 건설, 인테리어",전라남도,2024-07-01,2024-07-31,https://www.jeonnam.go.kr/J0203/boardView.do?seq=21551&menuId=jeonnam0203000000
561,https://www.wevity.com/upload/contest/20240426225153_cfdd97c6.jpg,제5회 아이코리아 전국 대학생 창작동화 공모전,"문학, 글, 시나리오",아이코리아,2024-05-02,2024-06-28,http://educenter.aicorea.org/yeonsu/sub_contest/universityStory.htm
562,https://www.wevity.com/upload/contest/20240425155030_09399776.jpg,2024 긍정의 힘 마라톤,기타,(사)한국유튜브방송협회,2024-04-25,2024-06-04,http://powerrun.kr/
563,https://www.wevity.com/upload/contest/20240426210832_5bcbecfe.jpg,제26회 전국청소년 자원봉사대회,봉사활동,"KB라이프생명사회공헌재단, 한국중등교장협의회",2024-04-15,2024-06-07,http://www.kblifefoundation.or.kr/service
564,https://www.wevity.com/upload/contest/20240426201139_21896314.jpg,2024 대한민국 만화평론 공모전,"문학, 글, 시나리오",한국만화영상진흥원,2024-09-02,2024-09-06,https://pms.komacon.kr/bsa/businessNotiDV.do?notibiz_seqno=663
565,https://www.wevity.com/upload/contest/20240425035729_b268819d.jpg,[국방부·병무청·방위사업청] 2024년 국방 공공데이터 활용 경진대회,"과학, 공학",국방부·병무청·방위사업청,2024-04-22,2024-06-10,https://data.mnd.go.kr/user/boardList.action?command=view&page=1&boardId=O_60283&boardSeq=O_361053&mcategoryId=&id=data_060100000000
566,https://www.wevity.com/upload/contest/20240426072538_b021672d.jpg,2024 강원지역 맑은하천 사진 공모전,"영상, UCC, 사진",환경부 원주지방환경청,2024-04-29,2024-06-28,https://www.me.go.kr/wonju/web/main.do
567,https://www.wevity.com/upload/contest/20240425033213_f4559d4c.jpg,제3회 허위정보 예방 시민 참여 공모전,"예체능, 미술, 음악",시청자미디어재단,2024-04-24,2024-06-07,https://kcmf.or.kr/KCMF/contents/KCMF020100.do?schM=view&id=20240424121606168530&schBcid=cmsTTTnotice
568,https://www.wevity.com/upload/contest/20240424171417_433ffb93.jpg,제3회 대학생 유네스코 인류무형문화유산 홍보 아이디어 경진대회,"기획, 아이디어",문화재청,2024-04-24,2024-06-17,https://www.chf.or.kr/brd/board/644/L/SITES/100/menu/371?brdType=R&bbIdx=116529
569,https://www.wevity.com/upload/contest/20240424170943_75e4e7d7.jpg,문화다양성 축제 MAMF 2024 영화제 공모전,"영상, UCC, 사진",경상남도 / 창원특례시 / 경남이주민노동복지센터 / 창원문화재단 / MAMF(맘프)2024추진위원회,2024-04-01,2024-09-06,https://www.mamf.co.kr/
570,https://www.wevity.com/upload/contest/20240426053404_d260a1d5.jpg,제21회 황금펜아동문학상 공모,"문학, 글, 시나리오",계몽아동문학회,2024-06-01,2024-06-30,https://cafe.daum.net/kmmh/IOM8/14
571,https://www.wevity.com/upload/contest/20240424165121_8e8d9b10.jpg,제7회 기상·기후테크 창업 아이디어 공모전,"취업, 창업","부산지방기상청, 부산창조경제혁신센터, 부산대학교 산학협력단",2024-05-13,2024-06-07,https://www.kma.go.kr/busan/html/news/notice_view.jsp?pageNo=1&articleno=1193441&boardId=gongzi
572,https://www.wevity.com/upload/contest/20240425183748_8c2276aa.jpg,2024년 청소년 해양올림피아드 참가 공모,기타,"(재)한국해양재단, (재)바다의품",2024-05-01,2024-06-14,https://ocean.or.kr/brd/board/2219/L/menu/586?brdType=R&bbIdx=1387
573,https://www.wevity.com/upload/contest/20240425181749_1c04b177.jpg,제23회 대한민국 안전대상 안전문화 콘텐츠 공모전,"예체능, 미술, 음악",소방청,2024-03-27,2024-06-11,https://www.nfa.go.kr/nfa/news/notice/?boardId=bbs_0000000000000009&mode=view&cntId=549
574,https://www.wevity.com/upload/contest/20240425180908_7a94fa5a.jpg,2024년 제12회 행복더하기 전국 콘텐츠 공모전,"영상, UCC, 사진",경상북도,2024-05-27,2024-06-07,https://culture.yeongnam.com/culture/bbs.php?code=notice&mode=view&idx=181
575,https://www.wevity.com/upload/contest/20240425065840_ba7b6877.jpg,2024년 대한고유수용성신경근촉진법학회 우수 논문 공모전,"논문, 리포트",대한고유수용성신경근촉진법학회,2024-04-29,2024-09-28,http://www.pnf.or.kr/pnf2015/bbs/board.php?bo_table=notice&wr_id=76
576,https://www.wevity.com/upload/contest/20240425062023_b46cf4f4.jpg,안산시 숨은 매력 찾기 2024년 관광사진&숏폼영상 공모전,"영상, UCC, 사진",안산시,2024-10-04,2024-11-04,https://www.ansan.go.kr/tourinfo/common/bbs/selectBbsDetail.do?bbs_seq=1585790&bbs_code=B0737
577,https://www.wevity.com/upload/contest/20240424015350_aa2a7780.jpg,2024 전북특별자치도 관광기념품 100선 상품 공모전,"디자인, 캐릭터, 웹툰",전북특별자치도,2024-04-22,2024-06-11,https://www.jbct.or.kr/bizNotice_infoView.php?id=1840
578,https://www.wevity.com/upload/contest/20240423185244_68700673.jpg,2024 경산 Again 대학가요제,기타,영남일보,2024-04-23,2024-07-31,https://gsacsf.modoo.at/?link=e03t8tci
579,https://www.wevity.com/upload/contest/20240423184332_a30f3e64.jpg,2024 보훈문화교육 수업안 경진대회,"기획, 아이디어",국가보훈부,2024-04-24,2024-07-08,https://www.bohunedu.kr/?c=1
580,https://www.wevity.com/upload/contest/20240423171046_d3767cc4.jpg,2024년 자치입법 정책아이디어 공모전,"기획, 아이디어",제주특별자치도의회,2024-05-01,2024-07-31,https://www.council.jeju.kr/notice/notice.do?act=view&seq=346489
581,https://www.wevity.com/upload/contest/20240423161621_8faf2904.jpg,제25회 대한민국 반도체설계대전,"과학, 공학",산업통상자원부/한국반도체산업협회,2024-03-29,2024-08-02,https://systemiclab.or.kr/DocView.html?menu_seq=23&bbs_seq=1291&offset=0&mode=view
582,https://www.wevity.com/upload/contest/20240424051935_f716075d.jpg,2024년 알레르기질환 UCC 공모전,"영상, UCC, 사진","질병관리청, 경상남도",2024-03-04,2024-10-31,http://gnatopyinfo.or.kr/noti/notice_view.aspx?no=2634
583,https://www.wevity.com/upload/contest/20240424045736_b030ef5b.jpg,제15회 우장춘 박사를 아세요 어린이 농업·농촌 글짓기 공모전,"문학, 글, 시나리오",농촌진흥청 국립원예특작과학원,2024-04-12,2024-06-28,https://www.nihhs.go.kr/usr/nihhs/news_Notice_view.do?idx=36975
584,https://www.wevity.com/upload/contest/20240424045144_c14e7ca9.jpg,2024년 제3회 보령 전국 어린이 민화 공모전,"예체능, 미술, 음악","민화향기, 민화아카데미",2024-06-01,2024-06-20,https://www.tsom.kr/edu/board/readBbs.do?board_cd=2&bbs_cd=1135&menu_step=community#
585,https://www.wevity.com/upload/contest/20240424042551_25a3dffc.jpg,2024년 세종특별자치시 공공데이터 활용 창업경진대회,"취업, 창업",세종특별자치시,2024-04-15,2024-06-14,https://www.sejong.go.kr/prog/publicNotice/kor/sub02_030301/C1_1/view.do?not_ancmt_mgt_no=57771
586,https://www.wevity.com/upload/contest/20240424041549_d2cccea6.jpg,2024 청소년 제주올레 콘텐츠 공모전 (놀자올레),"예체능, 미술, 음악",제주올레,2024-04-16,2024-07-19,https://www.jejuolle.org/jejuolle/#/board/641?page=1
